osmid1;osmid2
144237;55752
144238;55751
144239;55750
14424;5575
144240;55749
144241;55748
144242;55747
144243;55746
144244;55745
144245;55744
144246;55743
144247;55742
144248;55741
144249;55740
14425;5574
144250;55739
144251;55738
144252;55737
144253;55736
144254;55735
144255;55734
144256;55733
144257;55732
144258;55731
144259;55730
14426;5573
144260;55729
144261;55728
144262;55727
144263;55726
144264;55725
144265;55724
144266;55723
144267;55722
144268;55721
144269;55720
14427;5572
144270;55719
144271;55718
144272;55717
144273;55716
144274;55715
144275;55714
144276;55713
144277;55712
144278;55711
144279;55710
14428;5571
144280;55709
144281;55708
144282;55707
144283;55706
144284;55705
144285;55704
144286;55703
144287;55702
144288;55701
144289;55700
14429;5570
144290;557
144291;55699
144292;55698
144293;55697
144294;55696
144295;55695
144296;55694
144297;55693
144298;55692
144299;55691
1443;55690
14430;5569
144300;55689
144301;55688
144302;55687
144303;55686
144304;55685
144305;55684
144306;55683
144307;55682
144308;55681
144309;55680
14431;5568
144310;55679
144311;55678
144312;55677
144313;55676
144314;55675
144315;55674
144316;55673
144317;55672
144318;55671
144319;55670
14432;5567
144320;55669
144321;55668
144322;55667
144323;55666
144324;55665
144325;55664
144326;55663
144327;55662
144328;55661
144329;55660
14433;5566
144330;55659
144331;55658
144332;55657
144333;55656
144334;55655
144335;55654
144336;55653
144337;55652
144338;55651
144339;55650
14434;5565
144340;55649
144341;55648
144342;55647
144343;55646
144344;55645
144345;55644
144346;55643
144347;55642
144348;55641
144349;55640
14435;5564
144350;55639
144351;55638
144352;55637
144353;55636
144354;55635
144355;55634
144356;55633
144357;55632
144358;55631
144359;55630
14436;5563
144360;55629
144361;55628
144362;55627
144363;55626
144364;55625
144365;55624
144366;55623
144367;55622
144368;55621
144369;55620
14437;5562
144370;55619
144371;55618
144372;55617
144373;55616
144374;55615
144375;55614
144376;55613
144377;55612
144378;55611
144379;55610
14438;5561
144380;55609
144381;55608
144382;55607
144383;55606
144384;55605
144385;55604
144386;55603
144387;55602
144388;55601
144389;55600
14439;5560
144390;556
144391;55599
144392;55598
144393;55597
144394;55596
144395;55595
144396;55594
144397;55593
144398;55592
144399;55591
1444;55590
14440;5559
144400;55589
144401;55588
144402;55587
144403;55586
144404;55585
144405;55584
144406;55583
144407;55582
144408;55581
144409;55580
14441;5558
144410;55579
144411;55578
144412;55577
144413;55576
144414;55575
144415;55574
144416;55573
144417;55572
144418;55571
144419;55570
14442;5557
144420;55569
144421;55568
144422;55567
144423;55566
144424;55565
144425;55564
144426;55563
144427;55562
144428;55561
144429;55560
14443;5556
144430;55559
144431;55558
144432;55557
144433;55556
144434;55555
144435;55554
144436;55553
144437;55552
144438;55551
144439;55550
14444;5555
144440;55549
144441;55548
144442;55547
144443;55546
144444;55545
144445;55544
144446;55543
144447;55542
144448;55541
144449;55540
14445;5554
144450;55539
144451;55538
144452;55537
144453;55536
144454;55535
144455;55534
144456;55533
144457;55532
144458;55531
144459;55530
14446;5553
144460;55529
144461;55528
144462;55527
144463;55526
144464;55525
144465;55524
144466;55523
144467;55522
144468;55521
144469;55520
14447;5552
144470;55519
144471;55518
144472;55517
144473;55516
144474;55515
144475;55514
144476;55513
144477;55512
144478;55511
144479;55510
14448;5551
144480;55509
144481;55508
144482;55507
144483;55506
144484;55505
144485;55504
144486;55503
144487;55502
144488;55501
144489;55500
14449;5550
144490;555
144491;55499
144492;55498
144493;55497
144494;55496
144495;55495
144496;55494
144497;55493
144498;55492
144499;55491
1445;55490
14450;5549
144500;55489
144501;55488
144502;55487
144503;55486
144504;55485
144505;55484
144506;55483
144507;55482
144508;55481
144509;55480
14451;5548
144510;55479
144511;55478
144512;55477
144513;55476
144514;55475
144515;55474
144516;55473
144517;55472
144518;55471
144519;55470
14452;5547
144520;55469
144521;55468
144522;55467
144523;55466
144524;55465
144525;55464
144526;55463
144527;55462
144528;55461
144529;55460
14453;5546
144530;55459
144531;55458
144532;55457
144533;55456
144534;55455
144535;55454
144536;55453
144537;55452
144538;55451
144539;55450
14454;5545
144540;55449
144541;55448
144542;55447
144543;55446
144544;55445
144545;55444
144546;55443
144547;55442
144548;55441
144549;55440
14455;5544
144550;55439
144551;55438
144552;55437
144553;55436
144554;55435
144555;55434
144556;55433
144557;55432
144558;55431
144559;55430
14456;5543
144560;55429
144561;55428
144562;55427
144563;55426
144564;55425
144565;55424
144566;55423
144567;55422
144568;55421
144569;55420
14457;5542
144570;55419
144571;55418
144572;55417
144573;55416
144574;55415
144575;55414
144576;55413
144577;55412
144578;55411
144579;55410
14458;5541
144580;55409
144581;55408
144582;55407
144583;55406
144584;55405
144585;55404
144586;55403
144587;55402
144588;55401
144589;55400
14459;5540
144590;554
144591;55399
144592;55398
144593;55397
144594;55396
144595;55395
144596;55394
144597;55393
144598;55392
144599;55391
1446;55390
14460;5539
144600;55389
144601;55388
144602;55387
144603;55386
144604;55385
144605;55384
144606;55383
144607;55382
144608;55381
144609;55380
14461;5538
144610;55379
144611;55378
144612;55377
144613;55376
144614;55375
144615;55374
144616;55373
144617;55372
144618;55371
144619;55370
14462;5537
144620;55369
144621;55368
144622;55367
144623;55366
144624;55365
144625;55364
144626;55363
144627;55362
144628;55361
144629;55360
14463;5536
144630;55359
144631;55358
144632;55357
144633;55356
144634;55355
144635;55354
144636;55353
144637;55352
144638;55351
144639;55350
14464;5535
144640;55349
144641;55348
144642;55347
144643;55346
144644;55345
144645;55344
144646;55343
144647;55342
144648;55341
144649;55340
14465;5534
144650;55339
144651;55338
144652;55337
144653;55336
144654;55335
144655;55334
144656;55333
144657;55332
144658;55331
144659;55330
14466;5533
144660;55329
144661;55328
144662;55327
144663;55326
144664;55325
144665;55324
144666;55323
144667;55322
144668;55321
144669;55320
14467;5532
144670;55319
144671;55318
144672;55317
144673;55316
144674;55315
144675;55314
144676;55313
144677;55312
144678;55311
144679;55310
14468;5531
144680;55309
144681;55308
144682;55307
144683;55306
144684;55305
144685;55304
144686;55303
144687;55302
144688;55301
144689;55300
14469;5530
144690;553
144691;55299
144692;55298
144693;55297
144694;55296
144695;55295
144696;55294
144697;55293
144698;55292
144699;55291
1447;55290
14470;5529
144700;55289
144701;55288
144702;55287
144703;55286
144704;55285
144705;55284
144706;55283
144707;55282
144708;55281
144709;55280
14471;5528
144710;55279
144711;55278
144712;55277
144713;55276
144714;55275
144715;55274
144716;55273
144717;55272
144718;55271
144719;55270
14472;5527
144720;55269
144721;55268
144722;55267
144723;55266
144724;55265
144725;55264
144726;55263
144727;55262
144728;55261
144729;55260
14473;5526
144730;55259
144731;55258
144732;55257
144733;55256
144734;55255
144735;55254
144736;55253
144737;55252
144738;55251
144739;55250
14474;5525
144740;55249
144741;55248
144742;55247
144743;55246
144744;55245
144745;55244
144746;55243
144747;55242
144748;55241
144749;55240
14475;5524
144750;55239
144751;55238
144752;55237
144753;55236
144754;55235
144755;55234
144756;55233
144757;55232
144758;55231
144759;55230
14476;5523
144760;55229
144761;55228
144762;55227
144763;55226
144764;55225
144765;55224
144766;55223
144767;55222
144768;55221
144769;55220
14477;5522
144770;55219
144771;55218
144772;55217
144773;55216
144774;55215
144775;55214
144776;55213
144777;55212
144778;55211
144779;55210
14478;5521
144780;55209
144781;55208
144782;55207
144783;55206
144784;55205
144785;55204
144786;55203
144787;55202
144788;55201
144789;55200
14479;5520
144790;552
144791;55199
144792;55198
144793;55197
144794;55196
144795;55195
144796;55194
144797;55193
144798;55192
144799;55191
1448;55190
14480;5519
144800;55189
144801;55188
144802;55187
144803;55186
144804;55185
144805;55184
144806;55183
144807;55182
144808;55181
144809;55180
14481;5518
144810;55179
144811;55178
144812;55177
144813;55176
144814;55175
144815;55174
144816;55173
144817;55172
144818;55171
144819;55170
14482;5517
144820;55169
144821;55168
144822;55167
144823;55166
144824;55165
144825;55164
144826;55163
144827;55162
144828;55161
144829;55160
14483;5516
144830;55159
144831;55158
144832;55157
144833;55156
144834;55155
144835;55154
144836;55153
144837;55152
144838;55151
144839;55150
14484;5515
144840;55149
144841;55148
144842;55147
144843;55146
144844;55145
144845;55144
144846;55143
144847;55142
144848;55141
144849;55140
14485;5514
144850;55139
144851;55138
144852;55137
144853;55136
144854;55135
144855;55134
144856;55133
144857;55132
144858;55131
144859;55130
14486;5513
144860;55129
144861;55128
144862;55127
144863;55126
144864;55125
144865;55124
144866;55123
144867;55122
144868;55121
144869;55120
14487;5512
144870;55119
144871;55118
144872;55117
144873;55116
144874;55115
144875;55114
144876;55113
144877;55112
144878;55111
144879;55110
14488;5511
144880;55109
144881;55108
144882;55107
144883;55106
144884;55105
144885;55104
144886;55103
144887;55102
144888;55101
144889;55100
14489;5510
144890;551
144891;55099
144892;55098
144893;55097
144894;55096
144895;55095
144896;55094
144897;55093
144898;55092
144899;55091
1449;55090
14490;5509
144900;55089
144901;55088
144902;55087
144903;55086
144904;55085
144905;55084
144906;55083
144907;55082
144908;55081
144909;55080
14491;5508
144910;55079
144911;55078
144912;55077
144913;55076
144914;55075
144915;55074
144916;55073
144917;55072
144918;55071
144919;55070
14492;5507
144920;55069
144921;55068
144922;55067
144923;55066
144924;55065
144925;55064
144926;55063
144927;55062
144928;55061
144929;55060
14493;5506
144930;55059
144931;55058
144932;55057
144933;55056
144934;55055
144935;55054
144936;55053
144937;55052
144938;55051
144939;55050
14494;5505
144940;55049
144941;55048
144942;55047
144943;55046
144944;55045
144945;55044
144946;55043
144947;55042
144948;55041
144949;55040
14495;5504
144950;55039
144951;55038
144952;55037
144953;55036
144954;55035
144955;55034
144956;55033
144957;55032
144958;55031
144959;55030
14496;5503
144960;55029
144961;55028
144962;55027
144963;55026
144964;55025
144965;55024
144966;55023
144967;55022
144968;55021
144969;55020
14497;5502
144970;55019
144971;55018
144972;55017
144973;55016
144974;55015
144975;55014
144976;55013
144977;55012
144978;55011
144979;55010
14498;5501
144980;55009
144981;55008
144982;55007
144983;55006
144984;55005
144985;55004
144986;55003
144987;55002
144988;55001
144989;55000
14499;5500
144990;550
144991;55
144992;54999
144993;54998
144994;54997
144995;54996
144996;54995
144997;54994
144998;54993
144999;54992
145;54991
1450;54990
14500;5499
145000;54989
145001;54988
145002;54987
145003;54986
145004;54985
145005;54984
145006;54983
145007;54982
145008;54981
145009;54980
14501;5498
145010;54979
145011;54978
145012;54977
145013;54976
145014;54975
145015;54974
145016;54973
145017;54972
145018;54971
145019;54970
14502;5497
145020;54969
145021;54968
145022;54967
145023;54966
145024;54965
145025;54964
145026;54963
145027;54962
145028;54961
145029;54960
14503;5496
145030;54959
145031;54958
145032;54957
145033;54956
145034;54955
145035;54954
145036;54953
145037;54952
145038;54951
145039;54950
14504;5495
145040;54949
145041;54948
145042;54947
145043;54946
145044;54945
145045;54944
145046;54943
145047;54942
145048;54941
145049;54940
14505;5494
145050;54939
145051;54938
145052;54937
145053;54936
145054;54935
145055;54934
145056;54933
145057;54932
145058;54931
145059;54930
14506;5493
145060;54929
145061;54928
145062;54927
145063;54926
145064;54925
145065;54924
145066;54923
145067;54922
145068;54921
145069;54920
14507;5492
145070;54919
145071;54918
145072;54917
145073;54916
145074;54915
145075;54914
145076;54913
145077;54912
145078;54911
145079;54910
14508;5491
145080;54909
145081;54908
145082;54907
145083;54906
145084;54905
145085;54904
145086;54903
145087;54902
145088;54901
145089;54900
14509;5490
145090;549
145091;54899
145092;54898
145093;54897
145094;54896
145095;54895
145096;54894
145097;54893
145098;54892
145099;54891
1451;54890
14510;5489
145100;54889
145101;54888
145102;54887
145103;54886
145104;54885
145105;54884
145106;54883
145107;54882
145108;54881
145109;54880
14511;5488
145110;54879
145111;54878
145112;54877
145113;54876
145114;54875
145115;54874
145116;54873
145117;54872
145118;54871
145119;54870
14512;5487
145120;54869
145121;54868
145122;54867
145123;54866
145124;54865
145125;54864
145126;54863
145127;54862
145128;54861
145129;54860
14513;5486
145130;54859
145131;54858
145132;54857
145133;54856
145134;54855
145135;54854
145136;54853
145137;54852
145138;54851
145139;54850
14514;5485
145140;54849
145141;54848
145142;54847
145143;54846
145144;54845
145145;54844
145146;54843
145147;54842
145148;54841
145149;54840
14515;5484
145150;54839
145151;54838
145152;54837
145153;54836
145154;54835
145155;54834
145156;54833
145157;54832
145158;54831
145159;54830
14516;5483
145160;54829
145161;54828
145162;54827
145163;54826
145164;54825
145165;54824
145166;54823
145167;54822
145168;54821
145169;54820
14517;5482
145170;54819
145171;54818
145172;54817
145173;54816
145174;54815
145175;54814
145176;54813
145177;54812
145178;54811
145179;54810
14518;5481
145180;54809
145181;54808
145182;54807
145183;54806
145184;54805
145185;54804
145186;54803
145187;54802
145188;54801
145189;54800
14519;5480
145190;548
145191;54799
145192;54798
145193;54797
145194;54796
145195;54795
145196;54794
145197;54793
145198;54792
145199;54791
1452;54790
14520;5479
145200;54789
145201;54788
145202;54787
145203;54786
145204;54785
145205;54784
145206;54783
145207;54782
145208;54781
145209;54780
14521;5478
145210;54779
145211;54778
145212;54777
145213;54776
145214;54775
145215;54774
145216;54773
145217;54772
145218;54771
145219;54770
14522;5477
145220;54769
145221;54768
145222;54767
145223;54766
145224;54765
145225;54764
145226;54763
145227;54762
145228;54761
145229;54760
14523;5476
145230;54759
145231;54758
145232;54757
145233;54756
145234;54755
145235;54754
145236;54753
145237;54752
145238;54751
145239;54750
14524;5475
145240;54749
145241;54748
145242;54747
145243;54746
145244;54745
145245;54744
145246;54743
145247;54742
145248;54741
145249;54740
14525;5474
145250;54739
145251;54738
145252;54737
145253;54736
145254;54735
145255;54734
145256;54733
145257;54732
145258;54731
145259;54730
14526;5473
145260;54729
145261;54728
145262;54727
145263;54726
145264;54725
145265;54724
145266;54723
145267;54722
145268;54721
145269;54720
14527;5472
145270;54719
145271;54718
145272;54717
145273;54716
145274;54715
145275;54714
145276;54713
145277;54712
145278;54711
145279;54710
14528;5471
145280;54709
145281;54708
145282;54707
145283;54706
145284;54705
145285;54704
145286;54703
145287;54702
145288;54701
145289;54700
14529;5470
145290;547
145291;54699
145292;54698
145293;54697
145294;54696
145295;54695
145296;54694
145297;54693
145298;54692
145299;54691
1453;54690
14530;5469
145300;54689
145301;54688
145302;54687
145303;54686
145304;54685
145305;54684
145306;54683
145307;54682
145308;54681
145309;54680
14531;5468
145310;54679
145311;54678
145312;54677
145313;54676
145314;54675
145315;54674
145316;54673
145317;54672
145318;54671
145319;54670
14532;5467
145320;54669
145321;54668
145322;54667
145323;54666
145324;54665
145325;54664
145326;54663
145327;54662
145328;54661
145329;54660
14533;5466
145330;54659
145331;54658
145332;54657
145333;54656
145334;54655
145335;54654
145336;54653
145337;54652
145338;54651
145339;54650
14534;5465
145340;54649
145341;54648
145342;54647
145343;54646
145344;54645
145345;54644
145346;54643
145347;54642
145348;54641
145349;54640
14535;5464
145350;54639
145351;54638
145352;54637
145353;54636
145354;54635
145355;54634
145356;54633
145357;54632
145358;54631
145359;54630
14536;5463
145360;54629
145361;54628
145362;54627
145363;54626
145364;54625
145365;54624
145366;54623
145367;54622
145368;54621
145369;54620
14537;5462
145370;54619
145371;54618
145372;54617
145373;54616
145374;54615
145375;54614
145376;54613
145377;54612
145378;54611
145379;54610
14538;5461
145380;54609
145381;54608
145382;54607
145383;54606
145384;54605
145385;54604
145386;54603
145387;54602
145388;54601
145389;54600
14539;5460
145390;546
145391;54599
145392;54598
145393;54597
145394;54596
145395;54595
145396;54594
145397;54593
145398;54592
145399;54591
1454;54590
14540;5459
145400;54589
145401;54588
145402;54587
145403;54586
145404;54585
145405;54584
145406;54583
145407;54582
145408;54581
145409;54580
14541;5458
145410;54579
145411;54578
145412;54577
145413;54576
145414;54575
145415;54574
145416;54573
145417;54572
145418;54571
145419;54570
14542;5457
145420;54569
145421;54568
145422;54567
145423;54566
145424;54565
145425;54564
145426;54563
145427;54562
145428;54561
145429;54560
14543;5456
145430;54559
145431;54558
145432;54557
145433;54556
145434;54555
145435;54554
145436;54553
145437;54552
145438;54551
145439;54550
14544;5455
145440;54549
145441;54548
145442;54547
145443;54546
145444;54545
145445;54544
145446;54543
145447;54542
145448;54541
145449;54540
14545;5454
145450;54539
145451;54538
145452;54537
145453;54536
145454;54535
145455;54534
145456;54533
145457;54532
145458;54531
145459;54530
14546;5453
145460;54529
145461;54528
145462;54527
145463;54526
145464;54525
145465;54524
145466;54523
145467;54522
145468;54521
145469;54520
14547;5452
145470;54519
145471;54518
145472;54517
145473;54516
145474;54515
145475;54514
145476;54513
145477;54512
145478;54511
145479;54510
14548;5451
145480;54509
145481;54508
145482;54507
145483;54506
145484;54505
145485;54504
145486;54503
145487;54502
145488;54501
145489;54500
14549;5450
145490;545
145491;54499
145492;54498
145493;54497
145494;54496
145495;54495
145496;54494
145497;54493
145498;54492
145499;54491
1455;54490
14550;5449
145500;54489
145501;54488
145502;54487
145503;54486
145504;54485
145505;54484
145506;54483
145507;54482
145508;54481
145509;54480
14551;5448
145510;54479
145511;54478
145512;54477
145513;54476
145514;54475
145515;54474
145516;54473
145517;54472
145518;54471
145519;54470
14552;5447
145520;54469
145521;54468
145522;54467
145523;54466
145524;54465
145525;54464
145526;54463
145527;54462
145528;54461
145529;54460
14553;5446
145530;54459
145531;54458
145532;54457
145533;54456
145534;54455
145535;54454
145536;54453
145537;54452
145538;54451
145539;54450
14554;5445
145540;54449
145541;54448
145542;54447
145543;54446
145544;54445
145545;54444
145546;54443
145547;54442
145548;54441
145549;54440
14555;5444
145550;54439
145551;54438
145552;54437
145553;54436
145554;54435
145555;54434
145556;54433
145557;54432
145558;54431
145559;54430
14556;5443
145560;54429
145561;54428
145562;54427
145563;54426
145564;54425
145565;54424
145566;54423
145567;54422
145568;54421
145569;54420
14557;5442
145570;54419
145571;54418
145572;54417
145573;54416
145574;54415
145575;54414
145576;54413
145577;54412
145578;54411
145579;54410
14558;5441
145580;54409
145581;54408
145582;54407
145583;54406
145584;54405
145585;54404
145586;54403
145587;54402
145588;54401
145589;54400
14559;5440
145590;544
145591;54399
145592;54398
145593;54397
145594;54396
145595;54395
145596;54394
145597;54393
145598;54392
145599;54391
1456;54390
14560;5439
145600;54389
145601;54388
145602;54387
145603;54386
145604;54385
145605;54384
145606;54383
145607;54382
145608;54381
145609;54380
14561;5438
145610;54379
145611;54378
145612;54377
145613;54376
145614;54375
145615;54374
145616;54373
145617;54372
145618;54371
145619;54370
14562;5437
145620;54369
145621;54368
145622;54367
145623;54366
145624;54365
145625;54364
145626;54363
145627;54362
145628;54361
145629;54360
14563;5436
145630;54359
145631;54358
145632;54357
145633;54356
145634;54355
145635;54354
145636;54353
145637;54352
145638;54351
145639;54350
14564;5435
145640;54349
145641;54348
145642;54347
145643;54346
145644;54345
145645;54344
145646;54343
145647;54342
145648;54341
145649;54340
14565;5434
145650;54339
145651;54338
145652;54337
145653;54336
145654;54335
145655;54334
145656;54333
145657;54332
145658;54331
145659;54330
14566;5433
145660;54329
145661;54328
145662;54327
145663;54326
145664;54325
145665;54324
145666;54323
145667;54322
145668;54321
145669;54320
14567;5432
145670;54319
145671;54318
145672;54317
145673;54316
145674;54315
145675;54314
145676;54313
145677;54312
145678;54311
145679;54310
14568;5431
145680;54309
145681;54308
145682;54307
145683;54306
145684;54305
145685;54304
145686;54303
145687;54302
145688;54301
145689;54300
14569;5430
145690;543
145691;54299
145692;54298
145693;54297
145694;54296
145695;54295
145696;54294
145697;54293
145698;54292
145699;54291
1457;54290
14570;5429
145700;54289
145701;54288
145702;54287
145703;54286
145704;54285
145705;54284
145706;54283
145707;54282
145708;54281
145709;54280
14571;5428
145710;54279
145711;54278
145712;54277
145713;54276
145714;54275
145715;54274
145716;54273
145717;54272
145718;54271
145719;54270
14572;5427
145720;54269
145721;54268
145722;54267
145723;54266
145724;54265
145725;54264
145727;54263
145728;54262
145729;54261
14573;54260
145730;5426
145731;54259
145732;54258
145733;54257
145734;54256
145735;54255
145736;54254
145737;54253
145738;54252
145739;54251
14574;54250
145740;5425
145741;54249
145742;54248
145743;54247
145744;54246
145745;54245
145746;54244
145747;54243
145748;54242
145749;54241
14575;54240
145750;5424
145751;54239
145752;54238
145753;54237
145754;54236
145755;54235
145756;54234
145757;54233
145758;54232
145759;54231
14576;54230
145760;5423
145761;54229
145762;54228
145763;54227
145764;54226
145765;54225
145766;54224
145767;54223
145768;54222
145769;54221
14577;54220
145770;5422
145771;54219
145772;54218
145773;54217
145774;54216
145775;54215
145776;54214
145777;54213
145778;54212
145779;54211
14578;54210
145780;5421
145781;54209
145782;54208
145783;54207
145784;54206
145785;54205
145786;54204
145787;54203
145788;54202
145789;54201
14579;54200
145790;5420
145791;542
145792;54199
145793;54198
145794;54197
145795;54196
145796;54195
145797;54194
145798;54193
145799;54192
1458;54191
14580;54190
145800;5419
145801;54189
145802;54188
145803;54187
145804;54186
145805;54185
145806;54184
145807;54183
145808;54182
145809;54181
14581;54180
145810;5418
145811;54179
145812;54178
145813;54177
145814;54176
145815;54175
145816;54174
145817;54173
145818;54172
145819;54171
14582;54170
145820;5417
145821;54169
145822;54168
145823;54167
145824;54166
145825;54165
145826;54164
145827;54163
145828;54162
145829;54161
14583;54160
145830;5416
145831;54159
145832;54158
145833;54157
145834;54156
145835;54155
145836;54154
145837;54153
145838;54152
145839;54151
14584;54150
145840;5415
145841;54149
145842;54148
145843;54147
145844;54146
145845;54145
145846;54144
145847;54143
145848;54142
145849;54141
14585;54140
145850;5414
145851;54139
145852;54138
145853;54137
145854;54136
145855;54135
145856;54134
145857;54133
145858;54132
145859;54131
14586;54130
145860;5413
145861;54129
145862;54128
145863;54127
145864;54126
145865;54125
145866;54124
145867;54123
145868;54122
145869;54121
14587;54120
145870;5412
145871;54119
145872;54118
145873;54117
145874;54116
145875;54115
145876;54114
145877;54113
145878;54112
145879;54111
14588;54110
145880;5411
145881;54109
145882;54108
145883;54107
145884;54106
145885;54105
145886;54104
145887;54103
145888;54102
145889;54101
14589;54100
145890;5410
145891;541
145892;54099
145893;54098
145894;54097
145895;54096
145896;54095
145897;54094
145898;54093
145899;54092
1459;54091
14590;54090
145900;5409
145901;54089
145902;54088
145903;54087
145904;54086
145905;54085
145906;54084
145907;54083
145908;54082
145909;54081
14591;5408
145910;54079
145911;54078
145912;54077
145913;54076
145914;54075
145915;54074
145916;54073
145917;54072
145918;54071
145919;54070
14592;5407
145920;54069
145921;54068
145922;54067
145923;54066
145924;54065
145925;54064
145926;54063
145927;54062
145928;54061
145929;54060
14593;5406
145930;54059
145931;54058
145932;54057
145933;54056
145934;54055
145935;54054
145936;54053
145937;54052
145938;54051
145939;54050
14594;5405
145940;54049
145941;54048
145942;54047
145943;54046
145944;54045
145945;54044
145946;54043
145947;54042
145948;54041
145949;54040
14595;5404
145950;54039
145951;54038
145952;54037
145953;54036
145954;54035
145955;54034
145956;54033
145957;54032
145958;54031
145959;54030
14596;5403
145960;54029
145961;54028
145962;54027
145963;54026
145964;54025
145965;54024
145966;54023
145967;54022
145968;54021
145969;54020
14597;5402
145970;54019
145971;54018
145972;54017
145973;54016
145974;54015
145975;54014
145976;54013
145977;54012
145978;54011
145979;54010
14598;5401
145980;54009
145981;54008
145982;54007
145983;54006
145984;54005
145985;54004
145986;54003
145987;54002
145988;54001
145989;54000
14599;5400
145990;540
145991;54
145992;53999
145993;53998
145994;53997
145995;53996
145996;53995
145997;53994
145998;53993
146;53992
1460;53991
14600;53990
146000;5399
146001;53989
146002;53988
146003;53987
146004;53986
146005;53985
146006;53984
146007;53983
146008;53982
146009;53981
14601;53980
146010;5398
146011;53979
146012;53978
146013;53977
146014;53976
146015;53975
146016;53974
146017;53973
146018;53972
146019;53971
14602;53970
146020;5397
146021;53969
146022;53968
146023;53967
146024;53966
146025;53965
146026;53964
146027;53962
146028;53960
146029;5396
14603;53959
146030;53958
146031;53957
146032;53956
146033;53955
146034;53954
146035;53953
146036;53952
146037;53951
146038;53950
146039;5395
14604;53949
146040;53948
146041;53947
146042;53946
146043;53945
146044;53944
146045;53943
146046;53942
146047;53941
146048;53940
146049;5394
14605;53939
146050;53938
146051;53937
146052;53936
146053;53935
146054;53934
146055;53933
146056;53932
146057;53931
146058;53930
146059;5393
14606;53929
146060;53928
146061;53927
146062;53926
146063;53925
146064;53924
146065;53923
146066;53922
146067;53921
146068;53920
146069;5392
14607;53919
146070;53918
146071;53917
146072;53916
146073;53915
146074;53914
146075;53913
146076;53912
146077;53911
146078;53910
146079;5391
14608;53909
146080;53908
146081;53907
146082;53906
146083;53905
146084;53904
146085;53903
146086;53902
146087;53901
146088;53900
146089;5390
14609;539
146090;53899
146091;53898
146092;53897
146093;53896
146094;53895
146095;53894
146096;53893
146097;53892
146098;53891
146099;53890
1461;5389
14610;53889
146100;53888
146101;53887
146102;53886
146103;53885
146104;53884
146105;53883
146106;53882
146107;53881
146108;53880
146109;5388
14611;53879
146110;53878
146111;53877
146112;53876
146113;53875
146114;53874
146115;53873
146116;53872
146117;53871
146118;53870
146119;5387
14612;53869
146120;53868
146121;53867
146122;53866
146123;53865
146124;53864
146125;53863
146126;53862
146127;53861
146128;53860
146129;5386
14613;53859
146130;53858
146131;53857
146132;53856
146133;53855
146134;53854
146135;53853
146136;53852
146137;53851
146138;53850
146139;5385
14614;53849
146140;53848
146141;53847
146142;53846
146143;53845
146144;53844
146145;53843
146146;53842
146147;53841
146148;53840
146149;5384
14615;53839
146150;53838
146151;53837
146152;53836
146153;53835
146154;53834
146155;53833
146156;53832
146157;53831
146158;53830
146159;5383
14616;53829
146160;53828
146161;53827
146162;53826
146163;53825
146164;53824
146165;53823
146166;53822
146167;53821
146168;53820
146169;5382
14617;53819
146170;53818
146171;53817
146172;53816
146173;53815
146174;53814
146175;53813
146176;53812
146177;53811
146178;53810
146179;5381
14618;53809
146180;53808
146181;53807
146182;53806
146183;53805
146184;53804
146185;53803
146186;53802
146187;53801
146188;53800
146189;5380
14619;538
146190;53799
146191;53798
146192;53797
146193;53796
146194;53795
146195;53794
146196;53793
146197;53792
146198;53791
146199;53790
1462;5379
14620;53789
146200;53788
146201;53787
146202;53786
146203;53785
146204;53784
146205;53783
146206;53782
146207;53781
146208;53780
146209;5378
14621;53779
146210;53778
146211;53777
146212;53776
146213;53775
146214;53774
146215;53773
146216;53772
146217;53771
146218;53770
146219;5377
14622;53769
146220;53768
146221;53767
146222;53766
146223;53765
146224;53764
146225;53763
146226;53762
146227;53761
146228;53760
146229;5376
14623;53759
146230;53758
146231;53757
146232;53756
146233;53755
146234;53754
146235;53753
146236;53752
146237;53751
146238;53750
146239;5375
14624;53749
146240;53748
146241;53747
146242;53746
146243;53745
146244;53744
146245;53743
146246;53742
146247;53741
146248;53740
146249;5374
14625;53739
146250;53738
146251;53737
146252;53736
146253;53735
146254;53734
146255;53733
146256;53732
146257;53731
146258;53730
146259;5373
14626;53729
146260;53728
146261;53727
146262;53726
146263;53725
146264;53724
146265;53723
146266;53722
146267;53721
146268;53720
146269;5372
14627;53719
146270;53718
146271;53717
146272;53716
146273;53715
146274;53714
146275;53713
146276;53712
146277;53711
146278;53710
146279;5371
14628;53709
146280;53708
146281;53707
146282;53706
146283;53705
146284;53704
146285;53703
146286;53702
146287;53701
146288;53700
146289;5370
14629;537
146290;53699
146291;53698
146292;53697
146293;53696
146294;53695
146295;53694
146296;53693
146297;53692
146298;53691
146299;53690
1463;5369
14630;53689
146300;53688
146301;53687
146302;53686
146303;53685
146304;53684
146305;53683
146306;53682
146307;53681
146308;53680
146309;5368
14631;53679
146310;53678
146311;53677
146312;53676
146313;53675
146314;53674
146315;53673
146316;53672
146317;53671
146318;53670
146319;5367
14632;53669
146320;53668
146321;53667
146322;53666
146323;53665
146324;53664
146325;53663
146326;53662
146327;53661
146328;53660
146329;5366
14633;53659
146330;53658
146331;53657
146332;53656
146333;53655
146334;53654
146335;53653
146336;53652
146337;53651
146338;53650
146339;5365
14634;53649
